Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL28371,"NanoString nCounter Human Gene Expression Carolina Breast Cancer Study custom array","other","Homo sapiens",417,2497,3,"Arjun Bhattacharya","Jul 16, 2020"
GPL28876,"Agilent BosTaurus 8x60k Microarray Gene Expression : AMADID: 29411","in situ oligonucleotide","Bos taurus",51282,6,2,"Arumugam Kumaresan","Jul 16, 2020"
GPL28879,"HiSeq X Ten (Larix kaempferi)","high-throughput sequencing","Larix kaempferi",0,6,1,"GEO","Jul 16, 2020"
GPL28880,"Illumina Genome Analyzer IIx (Xanthomonas oryzae pv. oryzae)","high-throughput sequencing","Xanthomonas oryzae pv. oryzae",0,6,1,"GEO","Jul 16, 2020"
GPL28881,"Illumina NextSeq 500 (Callinectes sapidus)","high-throughput sequencing","Callinectes sapidus",0,4,1,"GEO","Jul 16, 2020"
GPL28882,"HiSeq X Ten (Mesocricetus auratus)","high-throughput sequencing","Mesocricetus auratus",0,184,3,"GEO","Jul 16, 2020"
GPL28874,"Illumina HiSeq 2000 (Terfezia claveryi)","high-throughput sequencing","Terfezia claveryi",0,3,1,"GEO","Jul 15, 2020"
GPL28875,"Illumina HiSeq 2000 (Helianthemum almeriense; Terfezia claveryi)","high-throughput sequencing","Helianthemum almeriense;Terfezia claveryi",0,6,1,"GEO","Jul 15, 2020"
GPL28878,"Illumina NextSeq 500 (Candida albicans; Saccharomyces cerevisiae)","high-throughput sequencing","Candida albicans;Saccharomyces cerevisiae",0,2,1,"GEO","Jul 15, 2020"
GPL25397,"GeoChip5.0","spotted oligonucleotide","Archaea;Bacteria;Eukaryota;Viruses",63403,2,1,"Brandon T Hassett","Jul 14, 2020"
GPL28856,"NanoString Immune/NFkB/WNT/nucleotide excision repair pathway/angiogenesis Profiling Panel (Custom Codeset)","other","Homo sapiens",201,133,1,"Adian F Ochaenbein","Jul 14, 2020"
GPL28862,"BGISEQ-500 (Zea mays)","high-throughput sequencing","Zea mays",0,72,2,"GEO","Jul 14, 2020"
GPL28863,"Illumina HiSeq 2500 (Eimeria tenella; Gallus gallus)","high-throughput sequencing","Eimeria tenella;Gallus gallus",0,18,1,"GEO","Jul 14, 2020"
GPL28864,"Illumina HiSeq 2500 (Eimeria tenella)","high-throughput sequencing","Eimeria tenella",0,1,1,"GEO","Jul 14, 2020"
GPL28866,"Illumina MiSeq (Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Severe acute respiratory syndrome coronavirus 2",0,43,6,"GEO","Jul 14, 2020"
GPL28867,"Illumina NextSeq 500 (Homo sapiens; Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Homo sapiens;Severe acute respiratory syndrome coronavirus 2",0,14,2,"GEO","Jul 14, 2020"
GPL28803,"Agilent-083807 Glycine max","in situ oligonucleotide","Glycine max",141251,8,1,"Yeon-Ki Kim","Jul 13, 2020"
GPL28857,"DNBSEQ-G400 (Bos taurus)","high-throughput sequencing","Bos taurus",0,38,2,"GEO","Jul 13, 2020"
GPL28860,"Illumina HiSeq 2000 (Phyllanthus luciliae)","high-throughput sequencing","Phyllanthus luciliae",0,3,2,"GEO","Jul 13, 2020"
GPL28861,"Illumina HiSeq 2000 (Phyllanthus conjugatus var. ducosensis)","high-throughput sequencing","Phyllanthus conjugatus var. ducosensis",0,3,2,"GEO","Jul 13, 2020"
GPL28855,"Illumina HiSeq 2500 (Auxenochlorella protothecoides)","high-throughput sequencing","Auxenochlorella protothecoides",0,18,1,"GEO","Jul 12, 2020"
GPL28854,"Illumina HiSeq 2000 (Capitella teleta)","high-throughput sequencing","Capitella teleta",0,12,1,"GEO","Jul 11, 2020"
GPL28850,"Illumina HiSeq 4000 (Setaria italica)","high-throughput sequencing","Setaria italica",0,2,1,"GEO","Jul 10, 2020"
GPL28851,"Illumina MiSeq (Pseudomonas putida)","high-throughput sequencing","Pseudomonas putida",0,26,2,"GEO","Jul 10, 2020"
GPL28847,"Illumina HiSeq 2000 (Pinus densiflora)","high-throughput sequencing","Pinus densiflora",0,9,1,"GEO","Jul 09, 2020"
GPL28848,"Illumina NextSeq 500 (Salmo salar)","high-throughput sequencing","Salmo salar",0,92,6,"GEO","Jul 09, 2020"
GPL28577,"NanoString Human Immunology v2 Code Set (NS_Immunology_v2_C2328+PLS_Golden_1_C5164)","other","Homo sapiens",618,92,2,"Michael S Kriss","Jul 08, 2020"
GPL28843,"Illumina NovaSeq 6000 (Plutella xylostella)","high-throughput sequencing","Plutella xylostella",0,0,0,"GEO","Jul 08, 2020"
GPL28846,"Illumina NovaSeq 6000 (Isodiametra pulchra)","high-throughput sequencing","Isodiametra pulchra",0,2,1,"GEO","Jul 08, 2020"
GPL28105,"Thermo Fisher Scientific Human Stem Cell Panel TaqMan OpenArray RT-PCR array","RT-PCR","Homo sapiens",372,7,1,"Mario Barilani","Jul 07, 2020"
GPL28835,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [hugene20st_Hs_ENSG]","in situ oligonucleotide","Homo sapiens",31432,6,1,"Chi Nam Ignatius Pang","Jul 07, 2020"
GPL28836,"Illumina NextSeq 500 (Chlorocebus sabaeus)","high-throughput sequencing","Chlorocebus sabaeus",0,125,8,"GEO","Jul 07, 2020"
GPL28837,"Illumina NextSeq 500 (Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Chlorocebus sabaeus;Severe acute respiratory syndrome coronavirus 2",0,3,1,"GEO","Jul 07, 2020"
GPL28838,"Illumina NextSeq 500 (Breviolum minutum)","high-throughput sequencing","Breviolum minutum",0,35,1,"GEO","Jul 07, 2020"
GPL28839,"BGISEQ-500 (Monopterus albus)","high-throughput sequencing","Monopterus albus",0,1,1,"GEO","Jul 07, 2020"
GPL28840,"HiSeq X Ten (Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Severe acute respiratory syndrome coronavirus 2",0,11,2,"GEO","Jul 07, 2020"
GPL28841,"HiSeq X Ten (Middle East respiratory syndrome-related coronavirus)","high-throughput sequencing","Middle East respiratory syndrome-related coronavirus",0,2,1,"GEO","Jul 07, 2020"
GPL28842,"Illumina NovaSeq 6000 (Pyrus pyrifolia)","high-throughput sequencing","Pyrus pyrifolia",0,12,2,"GEO","Jul 07, 2020"
GPL25807,"[RaGene-2_0-st] Affymetrix Rat Gene 2.0 ST Array [ragene20st_Rn_ENTREZG ENTREZG_22]","in situ oligonucleotide","Rattus norvegicus",21569,15,1,"Frédéric Chalmel","Jul 06, 2020"
GPL28232,"[Clariom_S_Rat] ClariomSRat_Rn_ENTREZG [BRAINARRAY package is 23.0.0]","in situ oligonucleotide","Rattus norvegicus",19844,16,1,"Frédéric Chalmel","Jul 06, 2020"
GPL26137,"Fluidigm Biomark","RT-PCR","Homo sapiens",45,192,1,"Erik Sonnhammer","Jul 06, 2020"
GPL28818,"Illumina NovaSeq 6000 (Dicentrarchus labrax)","high-throughput sequencing","Dicentrarchus labrax",0,162,2,"GEO","Jul 06, 2020"
GPL28819,"HiSeq X Ten (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,24,5,"GEO","Jul 06, 2020"
GPL28832,"Illumina iSeq 100 (Chlorocebus aethiops aethiops; Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Chlorocebus aethiops aethiops;Severe acute respiratory syndrome coronavirus 2",0,1,1,"GEO","Jul 06, 2020"
GPL28833,"Illumina iSeq 100 (Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Severe acute respiratory syndrome coronavirus 2",0,3,1,"GEO","Jul 06, 2020"
GPL23653,"Phalanx Human miRNA OneArray v7.1","spotted oligonucleotide","Homo sapiens",958,6,1,"Yali Zhou","Jul 04, 2020"
GPL28815,"Illumina HiSeq 4000 (Dictyostelium discoideum AX4)","high-throughput sequencing","Dictyostelium discoideum AX4",0,12,2,"GEO","Jul 04, 2020"
GPL28816,"Illumina NovaSeq 6000 (Dictyostelium discoideum AX4)","high-throughput sequencing","Dictyostelium discoideum AX4",0,12,2,"GEO","Jul 04, 2020"
GPL28817,"454 GS Junior (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,34,1,"GEO","Jul 04, 2020"
GPL23646,"Phalanx Human lncRNA OneArray v1_mRNA (Agilent-074432)","spotted oligonucleotide","Homo sapiens",54925,6,1,"Yali Zhou","Jul 03, 2020"
GPL28810,"Qiagen Human Inflammatory Response & Autoimmunity miRNA PCR Array (MIHS-105ZA)","RT-PCR","Homo sapiens",66,10,1,"Sarah C Johnson","Jul 03, 2020"
GPL28811,"RPPA CORE 061515 human protein array","spotted peptide or protein","Homo sapiens",305,9,1,"Maciej Wiznerowicz","Jul 03, 2020"
GPL28813,"Illumina HiSeq 4000 (Streptococcus suis)","high-throughput sequencing","Streptococcus suis",0,21,3,"GEO","Jul 03, 2020"
GPL28814,"BGISEQ-500 (Platycodon grandiflorus)","high-throughput sequencing","Platycodon grandiflorus",0,6,1,"GEO","Jul 03, 2020"
GPL22114,"Agilent-053776 OE A. thaliana lncRNA Microarray","in situ oligonucleotide","Arabidopsis thaliana",72945,6,1,"Xinyi Hu","Jul 02, 2020"
GPL28271,"Illumina HorvathMammalianMethylChip40 BeadChip","oligonucleotide beads","Homo sapiens;Mus musculus;Rattus norvegicus",37554,3350,18,"Steve Horvath","Jul 02, 2020"
GPL28799,"Agilent-075482 Kidd Lab - Dog CGH Array  G4125A","in situ oligonucleotide","Canis lupus familiaris",179761,55,1,"Jeffrey Kidd","Jul 02, 2020"
GPL28804,"Agilent-046066 Unrestricted Rat miRNA V19.0 [Probe Name version]","in situ oligonucleotide","Rattus norvegicus",1730,7,1,"GEO admin","Jul 02, 2020"
GPL28805,"Illumina NovaSeq 6000 (Cryptococcus neoformans var. neoformans)","high-throughput sequencing","Cryptococcus neoformans var. neoformans",0,4,1,"GEO","Jul 02, 2020"
GPL28806,"HiSeq X Ten (Morchella importuna)","high-throughput sequencing","Morchella importuna",0,4,1,"GEO","Jul 02, 2020"
GPL28809,"AB SOLiD System 3.0 (Stylophora pistillata)","high-throughput sequencing","Stylophora pistillata",0,6,1,"GEO","Jul 02, 2020"
GPL28812,"Illumina HiSeq 3000 (Chlamydia trachomatis)","high-throughput sequencing","Chlamydia trachomatis",0,42,2,"GEO","Jul 02, 2020"
GPL27020,"Customized Nanostring nCounter human PanCancer Immune Profiling panel","other","Homo sapiens",813,152,1,"Sandra Orsulic","Jul 01, 2020"
GPL27021,"Customized Nanostring nCounter human PanCancer Progression panel","other","Homo sapiens",814,184,2,"Sandra Orsulic","Jul 01, 2020"
GPL26860,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [gene2.0st.lncrna.genes.v21.cdf]","in situ oligonucleotide","Homo sapiens",18642,24,1,"Luca Agnelli","Jul 01, 2020"
GPL28181,"IPH Breast HD Predict 2","other","Homo sapiens",280,114,1,"Peter Sinn","Jul 01, 2020"
GPL28801,"Illumina NovaSeq 6000 (Glycine max)","high-throughput sequencing","Glycine max",0,176,10,"GEO","Jul 01, 2020"
GPL28802,"Illumina NovaSeq 6000 (Phaseolus coccineus)","high-throughput sequencing","Phaseolus coccineus",0,2,1,"GEO","Jul 01, 2020"
GPL27937,"Agilent-085599 8x60K Pikeperch 064721","in situ oligonucleotide","Sander lucioperca",36416,25,2,"Aurelie LE CAM","Jun 30, 2020"
GPL28784,"085499_SBC human ceRNA microarray version 1.1","in situ oligonucleotide","Homo sapiens",90851,6,1,"xiaona zhang","Jun 30, 2020"
GPL28796,"Illumina HiSeq 2000 (Eriocheir sinensis)","high-throughput sequencing","Eriocheir sinensis",0,2,1,"GEO","Jun 30, 2020"
GPL28797,"Illumina HiSeq 2500 (Lemna gibba)","high-throughput sequencing","Lemna gibba",0,1,1,"GEO","Jun 30, 2020"
GPL28798,"Illumina HiSeq 2000 (Lemna gibba)","high-throughput sequencing","Lemna gibba",0,0,0,"GEO","Jun 30, 2020"
GPL28783,"Illumina NextSeq 500 (Solea senegalensis)","high-throughput sequencing","Solea senegalensis",0,30,1,"GEO","Jun 29, 2020"
GPL28785,"Illumina NextSeq 500 (Bacillus amyloliquefaciens)","high-throughput sequencing","Bacillus amyloliquefaciens",0,0,0,"GEO","Jun 29, 2020"
GPL28786,"Illumina NextSeq 500 (Lactobacillus reuteri)","high-throughput sequencing","Limosilactobacillus reuteri",0,0,0,"GEO","Jun 29, 2020"
GPL28790,"Illumina NextSeq 500 (Bacillus subtilis; Cryptococcus neoformans; Enterococcus faecalis; Escherichia coli; Lactobacillus fermentum; Listeria monocytogenes; Saccharomyces cerevisiae; Salmonella enterica; Staphylococcus aureus)","high-throughput sequencing","Bacillus subtilis;Cryptococcus neoformans;Enterococcus faecalis;Escherichia coli;Limosilactobacillus fermentum;Listeria monocytogenes;Saccharomyces cerevisiae;Salmonella enterica;Staphylococcus aureus",0,0,0,"GEO","Jun 29, 2020"
GPL28791,"Illumina NextSeq 500 (compost metagenome)","high-throughput sequencing","compost metagenome",0,0,0,"GEO","Jun 29, 2020"
GPL28792,"Illumina NextSeq 500 (Lactobacillus plantarum; Lactobacillus reuteri)","high-throughput sequencing","Lactiplantibacillus plantarum;Limosilactobacillus reuteri",0,0,0,"GEO","Jun 29, 2020"
GPL28793,"Ion Torrent Proton (Pyrococcus furiosus)","high-throughput sequencing","Pyrococcus furiosus",0,2,1,"GEO","Jun 29, 2020"
GPL28794,"Illumina HiSeq 2500 (Balaenoptera physalus)","high-throughput sequencing","Balaenoptera physalus",0,6,1,"GEO","Jun 29, 2020"
GPL28795,"Illumina HiSeq 2000 (Polistes dominula)","high-throughput sequencing","Polistes dominula",0,96,1,"GEO","Jun 29, 2020"
GPL28780,"Illumina HiSeq 4000 (Solenopsis invicta)","high-throughput sequencing","Solenopsis invicta",0,4,1,"GEO","Jun 28, 2020"
GPL28772,"Arraystar LncPath Human Angiogenesis Array (Agilent-075014)","in situ oligonucleotide","Homo sapiens",1402,0,0,"Panos Pan","Jun 26, 2020"
GPL28778,"Illumina HiSeq 1000 (Saccharomyces paradoxus)","high-throughput sequencing","Saccharomyces paradoxus",0,18,1,"GEO","Jun 26, 2020"
GPL28770,"Illumina NovaSeq 6000 (Callosobruchus maculatus)","high-throughput sequencing","Callosobruchus maculatus",0,0,0,"GEO","Jun 25, 2020"
GPL28771,"GridION (Escherichia coli)","high-throughput sequencing","Escherichia coli",0,10,1,"GEO","Jun 25, 2020"
GPL28773,"Illumina HiSeq 2500 (Brassica nigra)","high-throughput sequencing","Brassica nigra",0,45,1,"GEO","Jun 25, 2020"
GPL28774,"Illumina HiSeq 2500 (Brassica carinata)","high-throughput sequencing","Brassica carinata",0,45,1,"GEO","Jun 25, 2020"
GPL28775,"Illumina NovaSeq 6000 (Nasonia vitripennis)","high-throughput sequencing","Nasonia vitripennis",0,9,1,"GEO","Jun 25, 2020"
GPL28776,"Illumina NovaSeq 6000 (Lutjanus campechanus)","high-throughput sequencing","Lutjanus campechanus",0,11,1,"GEO","Jun 25, 2020"
GPL27982,"Exiqon miRCURY LNA microRNA array v.11.0","spotted oligonucleotide","Homo sapiens",1377,39,1,"Thomas Litman","Jun 24, 2020"
GPL28766,"Exiqon miRCURY LNA microRNA array, 7th generation - hsa, mmu & rno [miRBase v18]","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",0,10,1,"GEO admin","Jun 24, 2020"
GPL25854,"Corynebacterium glutamicum ATCC13032_ORFarray","spotted DNA/cDNA","Corynebacterium glutamicum",3960,3,1,"Masayuki Inui","Jun 23, 2020"
GPL28725,"Agilent-062646 INP_028005_G3_Mouse_GE_8x60K 028005","in situ oligonucleotide","Homo sapiens",62976,36,1,"Anke Schmidt","Jun 23, 2020"
GPL28756,"BGISEQ-500 (Escherichia coli)","high-throughput sequencing","Escherichia coli",0,0,0,"GEO","Jun 23, 2020"
GPL28757,"Illumina HiSeq 3000 (Oryza sativa)","high-throughput sequencing","Oryza sativa",0,105,11,"GEO","Jun 23, 2020"
GPL28760,"Illumina NextSeq 500 (Pseudomonas aeruginosa PAO1; Pseudomonas virus phiKZ)","high-throughput sequencing","Phikzvirus phiKZ;Pseudomonas aeruginosa PAO1",0,26,2,"GEO","Jun 23, 2020"
GPL28761,"Illumina HiSeq 4000 (Laodelphax striatellus)","high-throughput sequencing","Laodelphax striatellus",0,6,1,"GEO","Jun 23, 2020"
GPL28762,"Illumina HiSeq 4000 (Marchantia polymorpha)","high-throughput sequencing","Marchantia polymorpha",0,25,1,"GEO","Jun 23, 2020"
GPL28764,"Illumina NovaSeq 6000 (Marchantia polymorpha)","high-throughput sequencing","Marchantia polymorpha",0,12,1,"GEO","Jun 23, 2020"
GPL26223,"[Clariom_D_Human] Affymetrix Human Clariom D Assay [transcript (gene) version] [CDF: ClariomDHuman_Hs_ENTREZG, v22]","in situ oligonucleotide","Homo sapiens",39334,98,2,"Ricardo Zamel","Jun 22, 2020"
GPL23615,"GeoChip 3.0","in situ oligonucleotide","Archaea;Bacteria;Fungi;Viruses",730,0,0,"Yun Wang","Jun 22, 2020"
GPL26346,"Geochip 4.0","in situ oligonucleotide","Archaea;Bacteria;Fungi",15289,52,1,"Félix Picazo","Jun 22, 2020"
GPL27582,"Qiagen Custom Pick&Mix 192-plex Serum/Plasma Array","RT-PCR","Homo sapiens",187,41,2,"Matthias Hackl","Jun 22, 2020"
GPL28473,"[RM-RG01Aa520491] Rosetta/Merck Rat RSTA Custom Affymetrix 1.0 microarray (CDF: RM-RG01Aa520491_custom_MMPM.cdf)","in situ oligonucleotide","Rattus norvegicus",36991,241,1,"Alexei A Podtelezhnikov","Jun 22, 2020"
GPL28726,"Illumina HiSeq 4000 (Anas platyrhynchos)","high-throughput sequencing","Anas platyrhynchos",0,0,0,"GEO","Jun 22, 2020"
GPL28727,"Illumina HiSeq 2500 (Saccharomyces cerevisiae SK1)","high-throughput sequencing","Saccharomyces cerevisiae SK1",0,11,1,"GEO","Jun 22, 2020"
GPL28728,"Illumina NovaSeq 6000 (Triticum turgidum subsp. durum)","high-throughput sequencing","Triticum turgidum subsp. durum",0,294,5,"GEO","Jun 22, 2020"
GPL28729,"Illumina Genome Analyzer IIx (Mesoplasma florum)","high-throughput sequencing","Mesoplasma florum",0,1,1,"GEO","Jun 22, 2020"
GPL28730,"Illumina HiSeq 2000 (Mesoplasma florum)","high-throughput sequencing","Mesoplasma florum",0,6,1,"GEO","Jun 22, 2020"
GPL28731,"Illumina HiSeq 2000 (Pogona vitticeps)","high-throughput sequencing","Pogona vitticeps",0,480,1,"GEO","Jun 22, 2020"
GPL28732,"Illumina NextSeq 500 (Amia calva)","high-throughput sequencing","Amia calva",0,36,1,"GEO","Jun 22, 2020"
GPL28733,"Illumina NovaSeq 6000 (Hydra vulgaris)","high-throughput sequencing","Hydra vulgaris",0,26,2,"GEO","Jun 22, 2020"
GPL28737,"Ion Torrent PGM (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,5,1,"GEO","Jun 22, 2020"
GPL24620,"[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array [MGU74Av2_Mm_ENTREZG_21.0.0]","in situ oligonucleotide","Mus musculus",8124,10,2,"Silvio Bicciato","Jun 21, 2020"
GPL28724,"Illumina HiSeq 4000 (Anopheles gambiae)","high-throughput sequencing","Anopheles gambiae",0,4,1,"GEO","Jun 21, 2020"
GPL28723,"MinION (Lactuca sativa)","high-throughput sequencing","Lactuca sativa",0,3,1,"GEO","Jun 20, 2020"
GPL28719,"Illumina HiSeq 2500 (Klebsiella variicola)","high-throughput sequencing","Klebsiella variicola",0,48,5,"GEO","Jun 19, 2020"
GPL28706,"Illumina NextSeq 500 (Chiroptera)","high-throughput sequencing","Chiroptera",0,0,0,"GEO","Jun 18, 2020"
GPL28707,"Illumina NextSeq 500 (Phaffia rhodozyma)","high-throughput sequencing","Phaffia rhodozyma",0,11,1,"GEO","Jun 18, 2020"
GPL28708,"Illumina NovaSeq 6000 (Phaffia rhodozyma)","high-throughput sequencing","Phaffia rhodozyma",0,12,1,"GEO","Jun 18, 2020"
GPL28709,"Illumina HiSeq 2000 (Phaffia rhodozyma)","high-throughput sequencing","Phaffia rhodozyma",0,6,1,"GEO","Jun 18, 2020"
GPL28713,"Illumina NovaSeq 6000 (Cryptococcus neoformans)","high-throughput sequencing","Cryptococcus neoformans",0,18,1,"GEO","Jun 18, 2020"
GPL28714,"Illumina HiSeq 2500 (Aspergillus fumigatus; Mus musculus)","high-throughput sequencing","Aspergillus fumigatus;Mus musculus",0,0,0,"GEO","Jun 18, 2020"
GPL28718,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v23]","in situ oligonucleotide","Homo sapiens",20481,126,4,"GEO admin","Jun 18, 2020"
GPL26682,"RPPA platform - RPPA Core Facility at the University of Texas MD Anderson Cancer Center","antibody","Homo sapiens",305,12,2,"Dave Hoon","Jun 17, 2020"
GPL26898,"Agilent-058029 Custom human expression microarray (Probe Name version)","in situ oligonucleotide","Homo sapiens",147044,255,2,"Kristin Reiche","Jun 17, 2020"
GPL28699,"Illumina NovaSeq 6000 (Oryctes rhinoceros)","high-throughput sequencing","Oryctes rhinoceros",0,11,1,"GEO","Jun 17, 2020"
GPL28700,"Illumina HiSeq 4000 (Fukomys damarensis)","high-throughput sequencing","Fukomys damarensis",0,47,1,"GEO","Jun 17, 2020"
GPL28701,"BGISEQ-500 (Morus alba var. atropurpurea)","high-throughput sequencing","Morus alba var. atropurpurea",0,0,0,"GEO","Jun 17, 2020"
GPL28702,"Illumina NovaSeq 6000 (Felis catus)","high-throughput sequencing","Felis catus",0,86,4,"GEO","Jun 17, 2020"
GPL28704,"[AraGene-1_0-st] Arabidopsis Gene 1.0 ST Array [CDF: aragene10st_At_TAIRG_22.0.0]","in situ oligonucleotide","Arabidopsis thaliana",33623,0,0,"GEO admin","Jun 17, 2020"
GPL28694,"HiSeq X Ten (Homo sapiens; Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Homo sapiens;Severe acute respiratory syndrome coronavirus 2",0,3,1,"GEO","Jun 16, 2020"
GPL28695,"Illumina NovaSeq 6000 (Trichuris muris)","high-throughput sequencing","Trichuris muris",0,4,1,"GEO","Jun 16, 2020"
GPL28696,"Illumina NovaSeq 6000 (Heligmosomoides polygyrus bakeri)","high-throughput sequencing","Heligmosomoides polygyrus bakeri",0,2,1,"GEO","Jun 16, 2020"
GPL28691,"Illumina HiSeq 4000 (Labrus bergylta)","high-throughput sequencing","Labrus bergylta",0,24,1,"GEO","Jun 15, 2020"
GPL28693,"Illumina NextSeq 500 (Serratia marcescens SM39)","high-throughput sequencing","Serratia marcescens SM39",0,0,0,"GEO","Jun 15, 2020"
GPL28469,"Microarrays of yeast nuclearly encoded tRNAs","spotted oligonucleotide","Saccharomyces cerevisiae",43,3,1,"Zoya Ignatova","Jun 14, 2020"
GPL28683,"HiSeq X Ten (Solanum arcanum)","high-throughput sequencing","Solanum arcanum",0,9,1,"GEO","Jun 12, 2020"
GPL28685,"Illumina Miseq (Rattus norvegicus)","high-throughput sequencing","Rattus norvegicus",0,4,1,"GEO","Jun 12, 2020"
GPL28686,"NextSeq 550 (Bacillus anthracis)","high-throughput sequencing","Bacillus anthracis",0,12,1,"GEO","Jun 12, 2020"
GPL28687,"Illumina HiSeq 1500 (Bacillus anthracis)","high-throughput sequencing","Bacillus anthracis",0,15,1,"GEO","Jun 12, 2020"
GPL28689,"NanoString nCounter PanCancer IO 360 Panel","other","Mus musculus",784,36,2,"GEO admin","Jun 12, 2020"
GPL28659,"HiSeq X Ten (Callithrix jacchus)","high-throughput sequencing","Callithrix jacchus",0,49,8,"GEO","Jun 11, 2020"
GPL28661,"Illumina NovaSeq 6000 (Achromobacter xylosoxidans)","high-throughput sequencing","Achromobacter xylosoxidans",0,36,1,"GEO","Jun 11, 2020"
GPL28662,"Illumina NovaSeq 6000 (Aggregatibacter actinomycetemcomitans)","high-throughput sequencing","Aggregatibacter actinomycetemcomitans",0,36,1,"GEO","Jun 11, 2020"
GPL28663,"Illumina HiSeq 2500 (Borreliella burgdorferi)","high-throughput sequencing","Borreliella burgdorferi",0,33,1,"GEO","Jun 11, 2020"
GPL28664,"Illumina NovaSeq 6000 (Burkholderia pseudomallei)","high-throughput sequencing","Burkholderia pseudomallei",0,33,1,"GEO","Jun 11, 2020"
GPL28665,"Illumina NovaSeq 6000 (Campylobacter jejuni)","high-throughput sequencing","Campylobacter jejuni",0,36,1,"GEO","Jun 11, 2020"
GPL28666,"Illumina NovaSeq 6000 (Enterococcus faecalis)","high-throughput sequencing","Enterococcus faecalis",0,66,2,"GEO","Jun 11, 2020"
GPL28667,"Illumina NovaSeq 6000 (Francisella tularensis)","high-throughput sequencing","Francisella tularensis",0,36,1,"GEO","Jun 11, 2020"
GPL28668,"Illumina NovaSeq 6000 (Helicobacter pylori)","high-throughput sequencing","Helicobacter pylori",0,85,4,"GEO","Jun 11, 2020"
GPL28669,"Illumina NovaSeq 6000 (Klebsiella pneumoniae)","high-throughput sequencing","Klebsiella pneumoniae",0,42,2,"GEO","Jun 11, 2020"
GPL28670,"Illumina NovaSeq 6000 (Legionella pneumophila)","high-throughput sequencing","Legionella pneumophila",0,30,1,"GEO","Jun 11, 2020"
GPL28673,"Illumina NovaSeq 6000 (Neisseria gonorrhoeae)","high-throughput sequencing","Neisseria gonorrhoeae",0,36,1,"GEO","Jun 11, 2020"
GPL28674,"Illumina HiSeq 2500 (Neisseria meningitidis)","high-throughput sequencing","Neisseria meningitidis",0,36,1,"GEO","Jun 11, 2020"
GPL28675,"Illumina NovaSeq 6000 (Salmonella enterica)","high-throughput sequencing","Salmonella enterica",0,36,1,"GEO","Jun 11, 2020"
GPL28677,"Illumina NovaSeq 6000 (Streptococcus suis)","high-throughput sequencing","Streptococcus suis",0,30,1,"GEO","Jun 11, 2020"
GPL28678,"Illumina NovaSeq 6000 (Streptococcus pyogenes)","high-throughput sequencing","Streptococcus pyogenes",0,42,2,"GEO","Jun 11, 2020"
GPL28679,"Illumina NovaSeq 6000 (Streptococcus agalactiae)","high-throughput sequencing","Streptococcus agalactiae",0,36,1,"GEO","Jun 11, 2020"
GPL28680,"Illumina NovaSeq 6000 (Streptococcus pneumoniae)","high-throughput sequencing","Streptococcus pneumoniae",0,40,2,"GEO","Jun 11, 2020"
GPL28681,"Illumina NovaSeq 6000 (Vibrio cholerae)","high-throughput sequencing","Vibrio cholerae",0,36,1,"GEO","Jun 11, 2020"
GPL28682,"Illumina NovaSeq 6000 (Yersinia pseudotuberculosis)","high-throughput sequencing","Yersinia pseudotuberculosis",0,60,2,"GEO","Jun 11, 2020"
GPL28651,"NanoString Gene Expression CodeSet [Serratia marcescens]","other","Serratia marcescens",89,36,2,"Robert MQ Shanks","Jun 10, 2020"
GPL28656,"Illumina MiSeq (Escherichia coli BL21(DE3))","high-throughput sequencing","Escherichia coli BL21(DE3)",0,6,1,"GEO","Jun 10, 2020"
GPL28657,"Illumina NovaSeq 6000 (Aedes aegypti)","high-throughput sequencing","Aedes aegypti",0,57,4,"GEO","Jun 10, 2020"
GPL28658,"Illumina NextSeq 500 (Drosophila melanogaster; Homo sapiens; Mus musculus)","high-throughput sequencing","Drosophila melanogaster;Homo sapiens;Mus musculus",0,135,1,"GEO","Jun 10, 2020"
GPL26985,"Agilent-085763 Pfalciparum15KArray_Sept18","in situ oligonucleotide","Plasmodium falciparum",15744,36,3,"Oriol Llorà-Batlle","Jun 09, 2020"
